DRUG_COSMICID,pred_norm_cells_0,pred_norm_cells_1,pred_norm_cells_2,pred_norm_cells_3,pred_norm_cells_4,pred_norm_cells_5,pred_norm_cells_6,pred_norm_cells_7,pred_norm_cells_8,pred_norm_cells_9,param_1,param_2,param_3,param_4
344_910851,0.9999999403953552,1.0069125890731812,0.987824022769928,0.953752338886261,0.8064554929733276,0.5276675820350647,0.2568654716014862,0.09036967158317566,0.007792161777615547,0.0095071354880929,-3.3715151241428094,0.9973851510009726,6.034813830724792,-0.043222760593222255
344_717431,0.9999999403953552,1.0069125890731812,0.987824022769928,0.953752338886261,0.8064554929733276,0.5811671614646912,0.2568654716014862,0.09036967158317566,0.007792161777615547,0.0095071354880929,-3.353283968681881,0.9933921778211962,6.221569948178368,-0.048190697405672556
344_910925,0.9999999403953552,1.0069125890731812,0.987824022769928,0.953752338886261,0.8064554929733276,0.5276675820350647,0.2568654716014862,0.09036967158317566,0.007792161777615547,0.0095071354880929,-3.3715151241428094,0.9973851510009726,6.034813830724792,-0.043222760593222255
344_908457,0.9999999403953552,1.0069125890731812,0.987824022769928,0.953752338886261,0.8064554929733276,0.5811671614646912,0.2568654716014862,0.09036967158317566,0.007792161777615547,0.0095071354880929,-3.353283968681881,0.9933921778211962,6.221569948178368,-0.048190697405672556
344_910853,0.9999999403953552,1.0069125890731812,0.987824022769928,0.953752338886261,0.8064554929733276,0.5811671614646912,0.2568654716014862,0.09036967158317566,0.007792161777615547,0.0095071354880929,-3.353283968681881,0.9933921778211962,6.221569948178368,-0.048190697405672556
344_908123,0.9999999403953552,1.0069125890731812,0.987824022769928,0.953752338886261,0.8064554929733276,0.5276675820350647,0.2568654716014862,0.09036967158317566,0.007792161777615547,0.0095071354880929,-3.3715151241428094,0.9973851510009726,6.034813830724792,-0.043222760593222255
344_905962,0.9999999403953552,1.0069125890731812,0.987824022769928,0.953752338886261,0.8064554929733276,0.5276675820350647,0.2568654716014862,0.09036967158317566,0.007792161777615547,0.0095071354880929,-3.3715151241428094,0.9973851510009726,6.034813830724792,-0.043222760593222255
344_722045,0.9999999403953552,1.0069125890731812,0.987824022769928,0.953752338886261,0.8064554929733276,0.5811671614646912,0.2568654716014862,0.09036967158317566,0.007792161777615547,0.0095071354880929,-3.353283968681881,0.9933921778211962,6.221569948178368,-0.048190697405672556
344_917486,0.9999999403953552,1.0069125890731812,0.987824022769928,0.953752338886261,0.8064554929733276,0.5811671614646912,0.2568654716014862,0.09036967158317566,0.007792161777615547,0.0095071354880929,-3.353283968681881,0.9933921778211962,6.221569948178368,-0.048190697405672556
344_906826,0.9999999403953552,1.0069125890731812,0.987824022769928,0.953752338886261,0.8064554929733276,0.5276675820350647,0.2568654716014862,0.09036967158317566,0.007792161777615547,0.0095071354880929,-3.3715151241428094,0.9973851510009726,6.034813830724792,-0.043222760593222255
344_909784,0.9999999403953552,1.0069125890731812,0.987824022769928,0.953752338886261,0.8064554929733276,0.5811671614646912,0.2568654716014862,0.09036967158317566,0.007792161777615547,0.0095071354880929,-3.353283968681881,0.9933921778211962,6.221569948178368,-0.048190697405672556
344_909260,0.9999999403953552,1.0069125890731812,0.987824022769928,0.953752338886261,0.8064554929733276,0.5276675820350647,0.2568654716014862,0.09036967158317566,0.007792161777615547,0.0095071354880929,-3.3715151241428094,0.9973851510009726,6.034813830724792,-0.043222760593222255
344_1298141,0.9999999403953552,1.0069125890731812,0.987824022769928,0.953752338886261,0.8064554929733276,0.5276675820350647,0.2568654716014862,0.09036967158317566,0.007792161777615547,0.0095071354880929,-3.3715151241428094,0.9973851510009726,6.034813830724792,-0.043222760593222255
344_910930,0.9999999403953552,1.0069125890731812,0.987824022769928,0.953752338886261,0.8064554929733276,0.5811671614646912,0.2568654716014862,0.09036967158317566,0.007792161777615547,0.0095071354880929,-3.353283968681881,0.9933921778211962,6.221569948178368,-0.048190697405672556
344_907172,0.9999999403953552,1.0069125890731812,0.987824022769928,0.953752338886261,0.8064554929733276,0.5811671614646912,0.2568654716014862,0.09036967158317566,0.007792161777615547,0.0095071354880929,-3.353283968681881,0.9933921778211962,6.221569948178368,-0.048190697405672556
344_910706,0.9999999403953552,1.0069125890731812,0.987824022769928,0.953752338886261,0.8064554929733276,0.5276675820350647,0.2568654716014862,0.09036967158317566,0.007792161777615547,0.0095071354880929,-3.3715151241428094,0.9973851510009726,6.034813830724792,-0.043222760593222255
344_905959,0.9999999403953552,1.0069125890731812,0.987824022769928,0.953752338886261,0.8064554929733276,0.5276675820350647,0.2568654716014862,0.09036967158317566,0.007792161777615547,0.0095071354880929,-3.3715151241428094,0.9973851510009726,6.034813830724792,-0.043222760593222255
344_907277,0.9999999403953552,1.0069125890731812,0.987824022769928,0.953752338886261,0.8064554929733276,0.5811671614646912,0.2568654716014862,0.09036967158317566,0.007792161777615547,0.0095071354880929,-3.353283968681881,0.9933921778211962,6.221569948178368,-0.048190697405672556
344_1327766,0.9999999403953552,1.0069125890731812,0.987824022769928,0.953752338886261,0.8064554929733276,0.5811671614646912,0.2568654716014862,0.09036967158317566,0.007792161777615547,0.0095071354880929,-3.353283968681881,0.9933921778211962,6.221569948178368,-0.048190697405672556
344_1240220,0.9999999403953552,1.0069125890731812,0.987824022769928,0.953752338886261,0.8064554929733276,0.5276675820350647,0.2568654716014862,0.09036967158317566,0.007792161777615547,0.0095071354880929,-3.3715151241428094,0.9973851510009726,6.034813830724792,-0.043222760593222255
344_949161,0.9999999403953552,1.0069125890731812,0.987824022769928,0.953752338886261,0.8064554929733276,0.5276675820350647,0.2568654716014862,0.09036967158317566,0.007792161777615547,0.0095071354880929,-3.3715151241428094,0.9973851510009726,6.034813830724792,-0.043222760593222255
