DRUG_COSMICID,pred_norm_cells_0,pred_norm_cells_1,pred_norm_cells_2,pred_norm_cells_3,pred_norm_cells_4,pred_norm_cells_5,pred_norm_cells_6,pred_norm_cells_7,pred_norm_cells_8,pred_norm_cells_9,param_1,param_2,param_3,param_4
344_910851,0.9998983144760132,1.0095415115356445,0.9944803714752197,0.9543183445930481,0.8116834759712219,0.5808312296867371,0.2858688533306122,0.10099383443593979,0.00838486012071371,0.007755656260997057,-3.1046376626517667,0.9978986842185478,5.882058274106766,-0.060609144529868944
344_717431,0.9998983144760132,1.0095415115356445,0.9944803714752197,0.9543183445930481,0.8116834759712219,0.5808312296867371,0.2858688533306122,0.10099383443593979,0.00838486012071371,0.007755656260997057,-3.1046376626517667,0.9978986842185478,5.882058274106766,-0.060609144529868944
344_910925,0.9998983144760132,1.0095415115356445,0.9944803714752197,0.9543183445930481,0.8116834759712219,0.5808312296867371,0.2858688533306122,0.10099383443593979,0.00838486012071371,0.007755656260997057,-3.1046376626517667,0.9978986842185478,5.882058274106766,-0.060609144529868944
344_908457,0.9998983144760132,1.0095415115356445,0.9944803714752197,0.9543183445930481,0.8116834759712219,0.5808312296867371,0.2858688533306122,0.10099383443593979,0.00838486012071371,0.007755656260997057,-3.1046376626517667,0.9978986842185478,5.882058274106766,-0.060609144529868944
344_910853,0.9998983144760132,1.0095415115356445,0.9944803714752197,0.9543183445930481,0.8116834759712219,0.5808312296867371,0.2858688533306122,0.10099383443593979,0.00838486012071371,0.007755656260997057,-3.1046376626517667,0.9978986842185478,5.882058274106766,-0.060609144529868944
344_908123,0.9998983144760132,1.0095415115356445,0.9944803714752197,0.9543183445930481,0.8116834759712219,0.5808312296867371,0.2858688533306122,0.10099383443593979,0.00838486012071371,0.007755656260997057,-3.1046376626517667,0.9978986842185478,5.882058274106766,-0.060609144529868944
344_905962,0.9998983144760132,1.0095415115356445,0.9944803714752197,0.9543183445930481,0.8116834759712219,0.5808312296867371,0.2858688533306122,0.10099383443593979,0.00838486012071371,0.007755656260997057,-3.1046376626517667,0.9978986842185478,5.882058274106766,-0.060609144529868944
344_722045,0.9998983144760132,1.0095415115356445,0.9944803714752197,0.9543183445930481,0.8116834759712219,0.5808312296867371,0.2858688533306122,0.10099383443593979,0.00838486012071371,0.007755656260997057,-3.1046376626517667,0.9978986842185478,5.882058274106766,-0.060609144529868944
344_917486,0.9998983144760132,1.0095415115356445,0.9944803714752197,0.9543183445930481,0.8116834759712219,0.5808312296867371,0.2858688533306122,0.10099383443593979,0.00838486012071371,0.007755656260997057,-3.1046376626517667,0.9978986842185478,5.882058274106766,-0.060609144529868944
344_906826,0.9998983144760132,1.0095415115356445,0.9944803714752197,0.9543183445930481,0.8116834759712219,0.5808312296867371,0.2858688533306122,0.10099383443593979,0.00838486012071371,0.007755656260997057,-3.1046376626517667,0.9978986842185478,5.882058274106766,-0.060609144529868944
