DRUG_COSMICID,norm_cells_0,norm_cells_1,norm_cells_2,norm_cells_3,norm_cells_4,norm_cells_5,norm_cells_6,norm_cells_7,norm_cells_8,norm_cells_9,param_1,param_2,param_3,param_4
276_688026,1.0,1.049536935,1.015190345,0.905046537,0.635715923,0.20992676,-0.068272293,-0.071253524,-0.071147852,-0.07293627,,,,
276_910781,1.0,1.017775432,1.07872903,1.027146683,1.013110653,1.022476999,0.670971702,0.338034775,0.193445031,0.14813144,,,,
276_907273,1.0,0.980311937,0.966285477,0.896297977,0.416922623,0.07153545900000001,0.00875981,0.003746882,0.003113859,0.00152105,,,,
276_1240200,1.0,1.008569279,1.024041521,0.836548215,0.654260025,0.585274053,0.169466334,0.026895649,0.02111569,0.020773695,,,,
276_907300,1.0,1.029891474,1.036749754,1.031171195,0.974097696,0.7200802890000001,0.08955674699999999,0.02265704,0.020252189,0.019071775,,,,
276_908475,1.0,0.964084504,0.7461994059999999,0.428119113,0.206380354,0.127631339,0.103915999,0.091409531,0.08702118199999999,0.094082968,,,,
276_1240140,1.0,0.961310474,0.837282057,0.709395353,0.447045631,0.250787156,0.108056919,0.022348626,0.011192405,0.011212519,,,,
276_907272,1.0,0.976554982,0.950976551,0.448123348,0.039559601,0.011098971,0.014210598,0.014009848,0.014675191,0.019949183,,,,
276_910942,1.0,0.997952993,0.877825028,0.622091309,0.094550215,0.020672782,0.013602398,0.021746971,0.030869416,0.031065316000000006,,,,
276_906835,1.0,0.963398173,0.944389831,0.892856477,0.908221791,0.788420404,0.608719616,0.460534902,0.17813946100000005,0.158861121,,,,
276_724859,1.0,1.028469418,1.0296216459999998,0.992321146,0.813344216,0.57923302,0.293002168,0.106379802,0.052797307,0.031484944,,,,
276_946373,1.0,0.984612394,0.975686495,0.97144186,0.948482167,0.934326717,0.618675517,0.237346629,0.108086074,0.079186891,,,,
276_906804,1.0,0.964181997,1.009882028,0.688346463,1.124692174,0.287040263,0.070200293,0.010374239,0.004896592,0.006819023,,,,
276_905936,1.0,1.00655734,0.935055863,0.682653161,0.398438541,0.25864848100000004,0.08313905,0.030081472,0.009024014,0.0070635659999999986,,,,
276_1503371,1.0,1.033793524,1.069811941,0.993297631,0.993128759,0.865962474,0.573673029,0.181364009,0.10582963,0.087001632,,,,
245_907268,1.0,1.036831767,1.027313041,1.091039503,1.087282965,1.0426150509999998,1.027184848,0.56471202,0.009529781,0.001990742,,,,
245_905971,1.0,0.975654487,1.014970719,0.955953252,0.991351823,0.965556449,0.97091038,0.7577541040000001,0.067507626,0.021896033,,,,
245_908136,1.0,1.00024255,0.970492613,0.95927015,0.924441026,0.7595936040000001,0.136467623,0.00349975,0.0042766340000000005,0.003656275,,,,
245_1327771,1.0,1.003088626,0.929072437,0.931781956,1.000846904,0.838715763,0.732609141,0.186634088,0.047079958,0.034271111,,,,
245_753548,1.0,1.00998911,1.037229211,0.962894794,0.961968863,0.922959974,0.80919383,0.400117963,0.006720636,0.003039671,,,,
245_905983,1.0,0.974212372,0.987261971,1.004669499,1.000379614,1.017507401,0.968714303,0.837528795,0.047999376,0.00271591,,,,
245_722045,1.0,1.012235552,0.992748607,0.917609137,0.997648365,0.942234791,0.678391835,0.581160345,0.027977956,0.008494706999999999,,,,
245_1240186,1.0,0.982654837,1.062898142,1.005997167,1.02231738,1.016261651,1.02201783,0.457481759,0.013795346000000002,0.01343408,,,,
245_1240226,1.0,0.992228738,1.0269881790000002,1.018621227,0.938874068,0.976005592,0.928647429,0.218495985,0.032499496,0.014082706,,,,
245_946372,1.0,0.995349583,1.001417608,0.944289226,1.089114668,0.984778413,1.039958933,0.894188386,0.05105418,0.003018569,,,,
245_909260,1.0,0.988496944,0.992902691,0.946050985,0.925298453,0.6483277510000001,0.18770771100000005,0.010555223999999998,0.001971333,0.005084619,,,,
245_724872,1.0,0.977634598,0.922636918,0.975007273,1.000762006,0.960893153,0.942515522,0.873669184,0.009327593,-0.010884699,,,,
245_724879,1.0,1.018042485,0.961427422,0.959678785,1.023441991,1.031402423,1.070630072,1.001722861,0.014364961,0.00718285,,,,
245_906856,1.0,0.980740844,1.087980846,0.8849354759999999,0.7966934090000001,0.628118497,0.066608547,0.013165778,0.00943751,0.003159672,,,,
245_1298349,1.0,1.02306092,0.973876992,0.945339203,0.948680185,0.962593863,0.7051925379999999,0.019893099,0.004211949,0.000598961,,,,
245_1331032,1.0,1.023705069,0.982105483,1.067741433,1.069540304,1.044531845,0.6468817020000001,0.125250595,0.0014066220000000002,-0.000328597,,,,
245_925341,1.0,1.008748435,1.0065751,1.024812211,0.989411588,0.833116471,0.739311253,0.127687484,0.007983197,0.002719747,,,,
245_1297449,1.0,0.961800514,0.950462222,0.916974994,0.967782085,0.936886819,0.8261483140000001,0.176801579,0.006784278,0.002930277,,,,
245_905964,1.0,0.988962943,1.06501802,0.927839143,0.916092237,0.8604971690000001,0.565672802,0.009298162,0.003482823,0.001496388,,,,
245_906846,1.0,0.962560623,0.842767915,0.880910353,0.828544465,0.7774047070000001,0.500053462,0.021861127,0.005819979,0.00213815,,,,
245_906833,1.0,0.963541772,0.830302854,0.889168642,0.821646691,0.937051681,0.907228192,0.591038072,0.035420624,-0.002515591,,,,
245_907313,1.0,0.994398943,0.967825816,0.897754087,0.896804577,0.952060269,0.646475881,0.147651755,0.011130111000000002,0.003789163,,,,
245_925347,1.0,0.978726544,0.892090892,0.927626567,0.895233975,0.8304807890000001,0.875218158,0.666432513,0.133607166,0.118629526,,,,
245_906868,1.0,0.983742808,0.992616699,0.998332664,0.959344122,0.8550483170000001,0.989524981,0.6853830540000001,0.03795216,0.005815152,,,,
