DRUG_COSMICID,norm_cells_0,norm_cells_1,norm_cells_2,norm_cells_3,norm_cells_4,norm_cells_5,norm_cells_6,norm_cells_7,norm_cells_8,norm_cells_9,param_1,param_2,param_3,param_4
272_910549,1.0,0.975092594,0.914367513,0.834581282,0.916500791,0.441693027,0.245188027,0.974472809,0.160285804,0.140419486,6.809856217215639,1.0047432863312058,1.4496572141942878,-745.7177298446907
272_909718,1.0,0.989319972,1.018120884,0.950793188,0.92403679,0.884153579,0.376447309,0.212744934,0.125032857,0.07562124,-6.298517152852208,0.9811291065351856,13.796356271072801,0.11326516714980392
272_907287,1.0,0.977178668,0.969956594,1.010616913,0.980306085,0.930338746,0.747131359,0.2842376,0.037370048,0.020578138,-4.189237946704547,0.9837515224011956,13.13575732237142,-0.009288000427066331
272_1240178,1.0,1.042267467,0.997405135,0.931072389,0.72674501,0.396545873,0.251343666,0.161532849,0.113139806,0.08236647,-3.8964420100688,1.0163708286191735,5.703290104775535,0.07642270748466502
272_910947,1.0,1.042529957,0.723505855,0.658406126,0.371645863,0.206001119,0.238238767,0.003444428,0.0042067070000000005,0.0045237490000000005,-1.988514265622048,1.0293434316151011,2.293411691493409,-0.16338133011967632
272_910695,1.0,1.004429861,0.982574301,0.922182461,0.814338001,0.6400848370000001,0.278430899,0.17671649,0.132972576,0.104715106,-3.7362915218969817,0.9807544696893392,6.783773218532585,0.07637498057293064
272_910921,1.0,0.997015398,1.003746581,1.005773982,0.940446026,0.7631453779999999,0.379671094,0.114220047,0.032543613,0.014323385,-4.167468326834422,0.9987324459499956,9.077318879978387,-0.008674531221785648
272_1240122,1.0,0.954841621,0.913511237,0.8594342509999999,0.81027221,0.587518522,0.225774344,0.06348417099999999,0.018463484,0.015400621,-4.117879213003876,0.9331165658807836,7.729294821277943,-0.017634271288154136
272_1298351,1.0,0.954092388,0.898438735,0.807163758,0.642675042,0.52070038,0.301596871,0.232233921,0.196560807,0.152681917,-2.0341168793476583,0.9712538497833498,3.2716554896278587,0.03375539813634397
272_749713,1.0,1.036953672,1.040227899,0.897284132,0.08884027900000001,0.230487849,0.008497444,0.01085072,0.009221893,0.009682368,-16.913421573987762,1.0260623581607142,17.098330362684322,0.05211604671799828
272_909700,1.0,0.976811472,0.963212674,0.8041245509999999,0.702735971,0.446845076,0.202989919,0.097732009,0.052845279,0.023826192000000003,-2.7016894313891338,0.9779203026656208,4.36879568211537,-0.05810080662906164
272_906805,1.0,1.042562349,0.977505594,0.773889293,0.6360143420000001,0.5104701979999999,0.34362757200000005,0.211034938,0.146581761,0.102042594,-1.5088038532845025,1.0309015944582514,2.6871022167963146,-0.11499156941745085
272_906824,1.0,0.988698719,0.872601946,0.807639349,0.7078276109999999,0.693383225,0.350277884,0.17157548600000005,0.07725127400000001,0.06345002799999999,-1.367743024876362,0.9533073922530512,3.527935748259929,-0.22293362912166112
272_910930,1.0,0.964183143,0.994611405,0.931379644,1.032919422,0.541959001,0.154595077,0.025588609,0.002926998,0.0017205279999999998,-7.497690890237322,0.9894236326837264,13.227387144244904,0.01280895333244178
272_909773,1.0,0.996349576,1.041985144,0.91370329,0.4695939770000001,0.145310869,0.02814737,0.019470571,0.015984118999999998,0.009468356,-6.706595825158188,1.0142928468590169,8.086942823375256,0.008981779639406433
272_908143,1.0,0.967160312,0.895605702,0.566587453,0.307269334,0.264234693,0.206885676,0.176765053,0.183625248,0.16542406199999998,-5.541645836049875,0.9883459400275508,4.9801347606834385,0.176504165525081
272_1297446,1.0,0.968098205,0.887157476,0.916966232,0.377348944,0.029024189,0.004909742,0.0043852990000000005,0.0050613590000000005,0.004193915,-11.18744594529382,0.9509510576017473,13.26443075008349,0.002817728707520709
272_1240161,1.0,1.001551332,0.987072367,1.0029516859999998,0.8105327259999999,0.635373679,0.32346899,0.146166193,0.048529191,0.007955983,-2.864832447225567,1.0015530435754905,5.74312039434158,-0.055390298976522666
272_722058,1.0,0.962840796,0.965798894,0.931768046,0.944729309,0.7551713390000001,0.420701387,0.207854924,0.10883698,0.078190068,-3.9181862789308415,0.9690146705443616,8.6702889643738,0.06344888956013094
272_688011,1.0,0.964712094,0.946790897,0.921109911,0.7614251129999999,0.523227352,0.258277339,0.188066229,0.163324208,0.145513261,-4.070121537607164,0.9676898175840812,6.506023641100893,0.12477800186032315
272_1503370,1.0,1.02292565,0.990503239,0.933616988,0.767224212,0.545955306,0.298225545,0.186974294,0.148372441,0.103700909,-3.138575867783173,1.0047821632702487,5.256378062865859,0.0649722882284033
272_1331034,1.0,1.001729722,0.623239369,0.074682668,0.019873164,0.013650414,0.017181399,0.016655175,0.013664107,0.014716556,-11.474715818662661,1.0020867675444325,7.944415573193879,0.01471598844511836
272_908465,1.0,0.972328083,0.967018778,0.791413875,0.7239823240000001,0.500470345,0.316427048,0.185212229,0.098556579,0.09156437,-1.9664096104594997,0.9840698598702476,3.546236450957964,-0.06503886224107322
272_1298226,1.0,1.001791135,1.050817154,1.011361558,1.032438414,0.980378686,0.783283877,0.202000394,0.046404155,0.026896966,-5.848281985840902,1.0154308761247215,17.29919971469617,0.02371465836400378
272_924105,1.0,1.047156802,1.044946777,0.779616115,0.501367888,0.183315697,0.080442044,0.038354161,0.028634081,0.023458322,-4.547429670698997,1.0345890617746367,5.3450280313892815,0.002285975574801816
272_906868,1.0,0.957377942,0.976084738,0.871893261,0.601519469,0.462155443,0.155932977,0.027043875,0.008114379,0.003762701,-2.9814793351031614,0.9819158387176099,4.640777495883798,-0.07844052322543545
272_909747,1.0,0.998477582,1.013311597,1.002299787,0.93327499,0.70636257,0.370300239,0.14941744,0.110858879,0.111632967,-4.440903474754929,1.0022887511518686,8.82338781159793,0.08433418895352489
272_1524419,1.0,0.954499566,0.7553132579999999,0.663809703,0.557372133,0.474601214,0.30251041,0.16825149,0.10638901,0.05839529,0.14891987386574426,1.0062708867381789,1.3754348868857518,-1.0941581533373403
272_908475,1.0,0.960374295,0.926930253,0.8056866340000001,0.500967006,0.186603442,0.10009494,0.08881434099999999,0.071926045,0.05785463900000001,-5.282133353512202,0.9649419003855259,6.331265385605698,0.053915386923763305
272_1240140,1.0,0.956055459,0.85370838,0.7125081320000001,0.563581252,0.33439847100000003,0.113508054,0.037881093,0.017844148,0.005973848,-2.414296385052436,0.9644282866851324,3.3916169171470063,-0.11706651876393012
272_924244,1.0,0.969884326,0.942778681,0.8750074390000001,0.8053155609999999,0.630229636,0.32918872600000004,0.197471832,0.153432645,0.160004445,-3.5565153033212265,0.9530228609313692,6.507248455468977,0.11055916228542254
272_946373,1.0,0.979937796,0.957918022,0.930245401,0.913753485,0.8728386690000001,0.640591966,0.307968892,0.159040027,0.114572183,-3.4829509767576585,0.9583599373137256,9.840123522476416,0.08316510588893293
272_909770,1.0,1.023156148,1.052749734,0.996756872,0.977474179,0.661494282,0.359657679,0.17770398699999998,0.105584226,0.128755811,-4.544632223187,1.0239530693631502,8.624734071550293,0.10217477435170456
328_906793,1.0,0.959396537,0.939585481,0.5718709129999999,0.227007644,0.10491059,0.070877273,0.058697099,0.06482483900000001,0.067593396,-6.649037933326302,0.9836145941658292,6.272028537269723,0.06020243611499052
328_684072,1.0,1.023871964,0.758597066,0.632864323,0.512228384,0.370929489,0.209994282,0.188228377,0.19881218,0.198907561,-2.2869458404135834,1.0207966346050257,2.373924254056131,0.07565369587339743
328_1240150,1.0,0.985760626,0.974932696,0.929679908,0.808656681,1.012663153,0.675284057,0.115252872,0.089618962,0.104794411,-13.3494582503603,0.9520128210330676,34.734057349205806,0.10036547981124017
328_908136,1.0,1.046519624,0.790114123,0.340663417,0.250452205,0.265205644,0.254663931,0.162328261,0.206360791,0.188156464,-8.34945752807645,1.0257807276423985,6.139272238319139,0.21364525890208488
328_909249,1.0,1.005448076,0.8885996979999999,0.60856716,0.131349485,0.006859053,0.002640431,0.001791106,0.00433348,0.003366556,-7.847810401866694,0.9772711201204044,7.547524806358874,-0.005811302220648279
328_1299080,1.0,1.038171907,0.84951668,0.507803829,0.240541953,0.093458113,0.07277119,0.075181921,0.08566988,0.08727215599999999,-5.3426997289571485,1.0163413173582054,4.689487240202337,0.06142945505248095
328_949153,1.0,0.971132589,0.961471442,0.881258309,0.468756496,0.202196342,0.054653978,0.035047114,0.019918668,0.013423361000000002,-5.640027651617894,0.984020521418566,6.900613302924402,0.013045798107995377
328_909905,1.0,1.039010588,1.027843357,0.994828303,0.765247165,0.60892049,0.302128663,0.187915144,0.148940269,0.160213081,-3.4765099426991366,1.02350036092817,5.807554373104465,0.10349987734680716
328_1240128,1.0,0.962715437,0.977382241,0.801778984,0.471791985,0.393626262,0.225892964,0.151292667,0.125788739,0.105924032,-3.391014248043399,0.9968191512591844,4.157912689051951,0.08161913444517861
328_687562,1.0,1.025533466,1.010635287,0.808275237,0.27371056,0.185282998,0.146096845,0.167277594,0.154766163,0.152516961,-10.208848309560627,1.0135230896101202,10.339053487097523,0.15748814398064592
328_910919,1.0,1.003706409,0.944289693,0.436983516,0.211164678,0.198071401,0.141199532,0.132088803,0.117529523,0.13849167099999998,-8.540413131073931,1.0074359039216745,7.219313125076469,0.14334341985089688
328_1331032,1.0,0.971403456,0.574035019,0.262935377,0.06388508,0.012975172,0.006382311999999999,0.005508891,0.003696587,0.002724971,-5.282146133985048,1.0081488952666091,3.7539185352351407,-0.012766238482495388
328_906800,1.0,1.036484861,0.8528110729999999,0.350950634,0.141585699,0.077125999,0.038719947000000005,0.030458315,0.028730116,0.02648978,-6.6728615846010975,1.0224313293646397,5.45090001727336,0.03167924305731788
328_907053,1.0,1.02338185,1.019211997,0.667027816,0.329671101,0.230007884,0.150819799,0.12509834,0.098308908,0.109976672,-5.686192284707038,1.0286303587287382,5.627742901181749,0.11440226969845525
