DRUG_COSMICID,pred_norm_cells_0,pred_norm_cells_1,pred_norm_cells_2,pred_norm_cells_3,pred_norm_cells_4,pred_norm_cells_5,pred_norm_cells_6,pred_norm_cells_7,pred_norm_cells_8,pred_norm_cells_9,param_1,param_2,param_3,param_4
344_910851,0.9999842643737793,1.0009138584136963,0.879729688167572,0.9739229083061218,0.8899834752082825,0.6493334770202637,0.1702462136745453,0.20922397077083588,0.011014820076525211,0.00645401468500495,-5.44832165814599,0.9619448347583258,10.195950588006443,0.03794294784005902
344_717431,0.9999842643737793,1.0158816576004028,0.9656369090080261,0.3836665749549866,0.6317166686058044,0.6120837926864624,0.09588415175676346,0.016362108290195465,0.006596192251890898,0.006520197261124849,-0.7916391382520722,1.0320395728095173,1.8779160273171045,-0.5501604252658008
344_910925,0.9999842643737793,1.0184619426727295,1.026531457901001,0.946392834186554,0.8571619987487793,0.627051055431366,0.22038255631923676,0.0069139264523983,0.007224099710583687,0.007926368154585361,-4.576265891531456,0.9929991342522717,8.555234275970557,-0.030307816299211646
344_908457,0.9999842643737793,0.997063398361206,0.9780784845352173,0.9705954790115356,0.8564692139625549,0.4531657099723816,0.02480204962193966,-0.005487981252372265,0.006543199997395277,0.006184975150972605,-7.0559478692357445,0.9805871898612584,11.609174188854668,-0.014564194953758684
344_910853,0.9999842643737793,1.017297625541687,1.0374259948730469,1.0209085941314697,0.9579691886901855,0.7659743428230286,0.7637882232666016,0.39117035269737244,0.007952983491122723,0.014238711446523666,-1.8879521332199631,1.0015593563376306,7.08583745630715,-0.20186190787055763
344_908123,0.9999842643737793,1.023297905921936,1.0050026178359985,0.9695892930030823,0.7966083884239197,0.39343810081481934,0.03427575156092644,-0.004836845211684704,0.0063944002613425255,0.006143749225884676,-5.91189112094328,1.0011367692770012,9.160951308108402,-0.018872915342449753
344_905962,0.9999842643737793,1.0141267776489258,1.0010416507720947,1.0657094717025757,0.9118897318840027,0.7123337388038635,0.27664127945899963,-0.040718208998441696,0.006460653152316809,0.0062388041988015175,-5.220346979948304,1.00848040366084,10.418382347006016,-0.03307945482973293
344_722045,0.9999842643737793,0.9903822541236877,0.9813185334205627,0.9400453567504883,0.8247116804122925,0.6934577226638794,0.03468303754925728,0.07083535939455032,-0.018624024465680122,-0.019027452915906906,-12.07449819146831,0.9483358930740314,22.192761726584244,0.006525663424031781
344_917486,0.9999842643737793,0.9967208504676819,0.9962046146392822,1.0408248901367188,0.7625076174736023,0.7127137780189514,0.29153767228126526,0.025891846045851707,0.004861110355705023,0.006061334162950516,-3.632776359761146,0.992247509531366,7.302671316192333,-0.06038436137529879
344_906826,0.9999842643737793,1.0201706886291504,1.0690090656280518,1.0010956525802612,0.9224593043327332,0.7216798663139343,0.42920413613319397,0.03659302741289139,0.008551236242055893,0.007046470884233713,-3.673598112319414,1.0163859048404507,8.023239194981642,-0.05653932351509404
344_909784,0.9999842643737793,1.0247526168823242,1.0022825002670288,1.047074556350708,0.9979009032249451,1.0910918712615967,0.8983749151229858,0.5189024209976196,0.00586307467892766,0.006377814803272486,-4.333866055708201,1.020814019035042,17.29032072576225,-0.0423233667759097
344_909260,0.9999842643737793,0.9879237413406372,0.8711497187614441,0.7836779356002808,0.3009207248687744,0.22890958189964294,0.08834299445152283,0.09829135984182358,0.0187758170068264,0.006665824446827173,-4.868966636877881,0.976323751052445,5.333608100132772,0.029804730050647613
344_1298141,0.9999842643737793,1.0154660940170288,1.0182147026062012,0.9895710349082947,0.807904064655304,0.6102134585380554,0.5729732513427734,-0.025450076907873154,0.006961745675653219,0.014548237435519695,-2.3665084519658546,1.0029688620382784,5.454223807396264,-0.15340764606851828
344_910930,0.9999842643737793,1.0154004096984863,0.9506540298461914,0.896858274936676,0.6075127124786377,0.387914776802063,-0.018137240782380104,0.042901914566755295,0.006186632439494133,0.006305476650595665,-4.379070219865381,0.9874521192764585,6.193559662458562,-0.032404429492423344
344_907172,0.9999842643737793,1.023126244544983,1.0048460960388184,1.087566614151001,0.9990087151527405,0.5486591458320618,0.7313270568847656,0.3464219570159912,0.00704076187685132,0.00694100558757782,-1.0354735777844957,1.0330186041996992,4.380843086846644,-0.4267786831822852
344_910706,0.9999842643737793,1.0246949195861816,1.004645824432373,0.9969624876976013,0.7932301759719849,0.5685617327690125,0.35169297456741333,0.013772380538284779,0.006694240029901266,0.005957883317023516,-2.9818777718679064,1.0116910798657246,5.705157065844471,-0.08777805906928396
344_905959,0.9999842643737793,1.016771912574768,1.0025087594985962,0.9465435743331909,0.6657253503799438,0.29768410325050354,0.40532585978507996,0.4209519624710083,0.00665762135758996,0.006103659514337778,-1.4669617265427468,1.0381445607833255,2.9056196147841664,-0.18967279468128836
344_907277,0.9999842643737793,1.0024536848068237,0.9746016263961792,0.8997125625610352,0.6398984789848328,0.45566198229789734,0.17032493650913239,0.056900717318058014,0.0044663697481155396,0.005010286811739206,-3.0409462557811873,0.9977232394143015,4.77393217136695,-0.06921702483397067
