CELL_LINE_NAME,COSMIC_ID,DRUG_ID,DRUGID_COSMICID,MAX_CONC,fd_num_0,fd_num_1,fd_num_2,fd_num_3,fd_num_4,fd_num_5,fd_num_6,fd_num_7,fd_num_8,fd_num_9,norm_cells_0,norm_cells_1,norm_cells_2,norm_cells_3,norm_cells_4,norm_cells_5,norm_cells_6,norm_cells_7,norm_cells_8,norm_cells_9
KMS-12-BM,907281,9,9_907281,1.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.020776072,1.045111451,1.023873573,1.040747652,0.984892639,1.009760485,0.9975961740000001,0.115751886,0.08306596
KMS-12-BM,907281,173,173_907281,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9926953000000002,1.00110286,0.964535742,0.950286394,0.896111908,0.744624328,0.361073359,0.060776554,0.014463394
KMS-12-BM,907281,86,86_907281,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.023177757,0.994030008,0.9704864390000001,0.9079410729999999,0.842796894,0.6188532379999999,0.20091109899999998,0.026772353,0.021925071
KMS-12-BM,907281,194,194_907281,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.0157941990000001,1.01882837,1.015434212,0.9928676479999999,1.000011781,0.80405128,0.149171991,0.112115626,0.111487387
SR,905965,53,53_905965,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.986807615,1.016445049,0.969166192,0.9441292370000001,0.781970759,0.244982897,0.009268118,0.004195542,0.014188595
KMS-12-BM,907281,163,163_907281,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9681382059999999,0.930584168,0.918439907,0.691007983,0.368530997,0.18927033,0.134822714,0.113163802,0.117981195
IOSE-523(-),1479993,346,346_1479993,2.5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9897584629999999,0.960674936,0.8270884409999999,0.41450467,0.120576686,0.076864012,0.052189105,0.038935831000000004,0.039490977000000003
IOSE-523(-),1479993,328,328_1479993,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.005264879,1.000662643,0.820885874,0.305490277,0.12234493199999999,0.064229281,0.054264052,0.060972077,0.062767737
TOV-21G,1240222,225,225_1240222,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.018624419,0.8025804759999999,1.062073206,1.130864152,1.4001601890000002,1.189663657,0.37035530299999997,0.10715582400000001,0.068990044
TOV-21G,1240222,136,136_1240222,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.993547828,0.99885429,0.954966164,0.952825422,0.6886752190000001,0.365941622,0.098777981,0.030776497000000003,0.028877358
SK-N-FI,688087,276,276_688087,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.048287467,1.054504822,0.987262058,0.960555325,0.86050801,0.489776289,0.23841098800000002,0.07183665,0.029269981
CMK,910566,157,157_910566,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.0000836990000002,0.9997032709999999,1.070799948,0.8729533629999999,0.804182593,0.300250462,0.20030386600000002,0.054306232999999995,0.051566189000000005
CMK,910566,201,201_910566,0.032,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.001598456,0.914128064,0.795840413,0.521616698,0.40083024100000003,0.286789749,0.148974088,0.110360229,0.096000205
CMK,910566,176,176_910566,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.025393907,1.008977236,0.981198298,0.948811172,0.768410334,0.334924223,0.071425905,0.048125347,0.013782986
CMK,910566,300,300_910566,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9821487240000001,0.8082039870000001,0.701385658,0.511180679,0.289038313,0.128075207,0.096152345,0.062615079,0.033618063999999996
CMK,910566,180,180_910566,0.512,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.963345625,1.328426911,1.245844607,0.893581872,0.5199332489999999,0.318702265,0.149189083,0.083205992,0.040344973
CHSA0011,1290767,308,308_1290767,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.035325635,0.962495469,0.921834542,0.896728427,0.900285078,0.737014161,0.6781464309999999,0.11014345099999999,0.109542805
BB65-RCC,753533,276,276_753533,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.003024701,0.982866954,0.996225885,0.806749653,0.546379721,0.221656451,0.071866862,0.021779512999999997,0.020148127
BB65-RCC,753533,272,272_753533,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.965504459,0.967998455,0.873073495,0.85040529,0.6951371409999999,0.377759225,0.230112992,0.102441777,0.06770690900000001
BB65-RCC,753533,308,308_753533,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.02945927,1.043937024,1.083379144,1.041615969,1.022385506,0.8970154,0.37759539200000003,0.009126066,0.003905669
NB69,908440,274,274_908440,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.00184516,0.9165759040000001,0.817722662,0.277997819,0.049099156,0.045629290999999995,0.037735151,0.018326655,0.019322901
NB69,908440,308,308_908440,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.974027585,1.04911126,0.841433124,0.526514114,0.258000699,0.195343214,0.129594512,0.019515689,0.0044381690000000005
NB69,908440,41,41_908440,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.003936992,0.947824351,0.98799614,0.960853292,0.9146756840000001,0.8091515340000001,0.22428884,0.18669064,0.171928086
NB69,908440,87,87_908440,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.044822759,1.052781519,1.029705549,1.031588492,1.0168259370000001,0.976959806,0.200587555,0.162926357,0.17876454600000002
NB69,908440,273,273_908440,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.001718341,1.121986953,0.9066278240000001,0.9059048259999999,0.864394571,0.39744537700000004,0.078287076,0.045709043,0.031186336000000002
HCE-4,753559,165,165_753559,4000.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.015315967,0.8871075490000001,0.9704881329999999,1.109749001,0.9244422729999999,0.48804644,0.254699901,0.054294173,0.010057306
HCE-4,753559,60,60_753559,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9582468000000001,0.937113545,0.9295192529999999,0.870203305,1.239175259,0.44910734799999996,0.066988719,0.049875577000000004,0.047444732999999996
HCE-4,753559,87,87_753559,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.046957521,0.9847916179999999,1.049877887,0.9311252859999999,0.405767913,0.110921615,0.069697853,0.043075919000000004,0.061345807999999995
HuH-7,907071,157,157_907071,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.048578048,1.020436747,0.979517616,0.995615033,0.788602073,0.131456229,0.099427487,0.068213491,0.071346786
HuH-7,907071,273,273_907071,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.951705149,0.9763783970000001,0.8186081559999999,0.750739072,0.820220725,0.12489657,0.064214387,0.062393807,0.035877079
NCI-H82,688031,200,200_688031,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.042990432,1.066615912,1.004068728,0.927023108,0.684557366,0.17292445399999998,0.089742776,0.06651763,0.059910675
BC-3,910918,257,257_910918,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.010113279,1.037637162,0.929972582,0.7955968809999999,0.389597235,0.127004634,0.07810980099999999,0.081834716,0.12990945199999998
BC-3,910918,219,219_910918,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.968081383,0.960476633,0.623720368,0.271962181,0.037876917999999996,0.035240274,0.036742804,0.036601211,0.033992061000000004
BC-3,910918,170,170_910918,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.972048279,0.991807428,0.908474157,0.770655442,0.119857591,0.011514381,0.006887485,0.0070740230000000005,0.0063203090000000005
BC-3,910918,273,273_910918,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.965768301,0.9933790020000001,1.061931079,0.854541826,0.378516109,0.04362556,0.009601356,0.003626907,0.009669285
HCE-4,753559,200,200_753559,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.993338753,0.996476424,1.019668419,0.8760087520000001,0.526274565,0.259257576,0.077394697,0.017715957,0.011416994
EW-7,949160,200,200_949160,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9661612390000001,0.908310273,0.664090374,0.43322626799999997,0.275416396,0.087555442,0.034902417000000005,0.026066574,0.023620097000000003
EW-7,949160,308,308_949160,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.045291362,1.001295469,0.926560425,0.852572545,0.347845925,0.32034655300000003,0.138184146,0.012220285,0.011135191000000001
EW-7,949160,152,152_949160,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.048058109,0.98993679,0.953071198,0.872947558,0.692433282,0.479258554,0.1461627,0.022276556,0.00720545
EW-7,949160,273,273_949160,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.02024286,1.007598901,0.8063602679999999,0.728546183,0.52688299,0.284531587,0.076506611,0.012729576999999999,0.004576677
SUP-B15,1247871,53,53_1247871,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.980265673,0.980415969,1.002651531,0.999439635,0.984173387,0.8489870740000001,0.503048611,0.044036932,0.009307262
SUP-B15,1247871,157,157_1247871,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.957642132,0.893437785,0.9663854,0.8574410090000001,0.872531938,0.24875496100000002,0.037903272,0.025496954,0.017540615
SUP-B15,1247871,229,229_1247871,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.0042143909999999,0.9107633690000001,0.9801519540000001,0.748776593,0.059917640999999994,0.015996862,0.012231193999999999,0.010027048,0.01042944
SUP-B15,1247871,45,45_1247871,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.015974924,1.039878527,1.026708299,1.02346985,1.026988858,0.96486247,0.1605701,0.0009642539999999999,0.002062441
SUP-B15,1247871,152,152_1247871,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.977812675,1.115622903,1.053441338,0.8536147059999999,0.706573487,0.498113446,0.179491106,0.057142939000000004,0.024795432000000003
SUP-B15,1247871,201,201_1247871,0.032,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.0396147390000001,1.00672448,0.895229213,0.554759253,0.333496136,0.298516696,0.21422297,0.151595816,0.15320867400000002
SUP-B15,1247871,178,178_1247871,8.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9531594809999999,0.985889962,0.89923272,0.920242089,0.81769442,0.556646448,0.23950113899999997,0.179958012,0.150824055
SUP-B15,1247871,273,273_1247871,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.983056778,1.065569846,0.639336033,0.299324413,0.020488023,0.0033431090000000004,0.001808775,0.001792648,-0.001236855
SUP-B15,1247871,194,194_1247871,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.984132398,1.043310748,1.026154152,0.863282551,0.53616465,0.11746350400000001,0.083144282,0.068923992,0.070262514
SUP-B15,1247871,276,276_1247871,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9937233940000001,0.7969992090000001,0.577257712,0.15243382800000002,0.016785809,0.008356188,0.0062251680000000005,0.0060984590000000005,0.00931457
OSC-19,1298362,167,167_1298362,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.007338552,1.081745897,0.9165495779999999,0.975762265,0.812417906,0.718876018,0.700349261,0.03430127,0.069324062
OSC-19,1298362,308,308_1298362,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.990610902,1.033241182,0.9858214,0.914594206,0.852289469,0.615374611,0.27454527,0.041878744,0.009000534000000001
HSC-2,753562,133,133_753562,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.978349134,0.837406908,0.700861614,0.388161331,0.225868491,0.146446034,0.125339925,0.012847225,0.007207049
HSC-2,753562,190,190_753562,64.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.026520626,0.92457062,0.7462938290000001,0.532526618,0.433402915,0.19351104,0.073397265,0.075465191,0.077404649
HSC-2,753562,194,194_753562,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.034829628,1.077771215,0.8502620320000001,0.224849033,0.08613221,0.010737857,0.22431858300000002,0.004542367,0.002345972
OV-90,1240197,172,172_1240197,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.982265965,0.9313834790000001,0.961579072,0.9328775220000001,0.030867832999999997,0.816045502,0.36634749299999997,0.168149799,0.137303049
NB1,949179,53,53_949179,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.029317256,0.912708799,0.940140713,0.99209475,0.937200492,0.8590431190000001,0.626682025,0.06873621099999999,0.095494879
SCC-25,910701,157,157_910701,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.0450062820000001,0.892848752,0.92120333,0.650643989,0.713476696,0.089501016,0.017971174,0.013072334,0.020578621999999998
SCC-25,910701,272,272_910701,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.036916578,0.7821544020000001,0.718706451,0.7807024379999999,0.46891832899999997,0.401603266,0.128842486,0.07002356900000001,0.038101925
ECC10,906848,182,182_906848,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.018156723,1.0090702390000001,0.791252702,0.669307513,0.49699656200000003,0.458654149,0.383912401,0.041114914,0.031019809
ECC10,906848,200,200_906848,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9927098209999999,0.8876501259999999,0.731776723,0.228389048,0.057638492,0.022461367000000003,0.01694362,0.031829672,0.02022757
ECC10,906848,159,159_906848,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9966707640000001,0.975491167,1.018742563,0.946080567,0.880582429,0.706900402,0.441053304,0.17621795199999998,0.14980760099999998
SNU-398,1240217,257,257_1240217,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.027675879,1.0068654609999999,0.9873013909999999,1.050691696,1.0558519690000001,1.0689080990000002,0.147319127,0.115946665,0.09337775699999999
SNU-398,1240217,219,219_1240217,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.950283622,0.989738137,0.9761349429999999,0.911188467,0.52078611,0.227813617,0.062622083,0.017574186999999998,0.016595197
SNU-398,1240217,245,245_1240217,40.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.954433344,0.976413471,0.9441923000000001,0.923207054,0.869317053,0.793903072,0.256933112,0.032165066,0.0034825190000000003
BICR10,1290724,268,268_1290724,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.985044418,0.309011159,0.17810507899999997,0.128572767,0.08666298199999999,0.07318954,0.06645356200000001,0.055990223,0.031578241
BICR10,1290724,308,308_1290724,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.009650149,1.020199475,1.055546087,1.011141748,1.091722189,1.071789265,1.0427601020000001,0.021307738,0.037897522999999995
CMK,910566,194,194_910566,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.021211652,1.021511833,0.709128587,0.163727593,0.13903971099999998,0.08961526800000001,0.079985128,0.084244457,0.094097705
CCRF-CEM,905952,219,219_905952,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.951732085,0.92913502,0.810985617,0.50408408,0.071073766,0.01716609,0.006812853000000001,0.008755099,0.006635748
CCRF-CEM,905952,104,104_905952,0.02,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9921649090000001,0.998188495,1.016065913,0.692437262,0.14280609800000002,0.025684526000000003,0.015149194,0.021439015,0.024250339
CCRF-CEM,905952,272,272_905952,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.952896515,0.886871402,0.594004593,0.120857285,0.053572437,0.032540336,0.019646067,0.020476282,0.019787318999999998
HCC2218,749716,157,157_749716,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.037147166,1.0402340509999999,1.021758851,1.046010753,1.0574873059999998,0.661226026,0.440220414,0.202286887,0.18869946899999998
P3HR-1,1330988,235,235_1330988,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.031583946,1.016642837,1.004533372,0.917279044,0.52437196,0.193838478,0.069493985,0.03670268,0.007342859
P3HR-1,1330988,308,308_1330988,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.017932215,0.985796014,0.830797397,0.6797950079999999,0.550335137,0.39820970899999997,0.37945719200000005,0.023821691000000002,0.003315825
P3HR-1,1330988,157,157_1330988,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.048717922,1.029150287,1.094422787,0.935090942,0.8974209590000001,0.449193609,0.17256081,0.096454595,0.06043406900000001
